partition,item,supply,date,uni,amount,unitPrice
懷寧,DG0000001646-DIPHERELINE INJ 11.25MG,H_D0087-禾馨_裕利,2021-01-28,SET,2,9597
懷寧,DG0000001720-(冷藏)75IU Gonal-F,H_D0087-禾馨_裕利,2021-01-28,支,15,770
懷寧,DG0000000174-CRINONE 8% Progesterone vag g,H_D0087-禾馨_裕利,2021-01-28,條,60,220
懷寧,DG0000001095-600IU美諾孕Menopur(婦)(民),H_D0006-禾馨_大昌華嘉,2021-01-28,支,28,5971.429
懷寧,DG0000001163-NOVORAPID FLEXPEN諾和瑞 諾易筆,H_D0006-禾馨_大昌華嘉,2021-01-28,支,30,242
懷寧,DG0000001664-【3ML】OZEMPIC INJ胰妥讚注射劑,H_D0006-禾馨_大昌華嘉,2021-01-28,支,6,3630
懷寧,DG0000000008-Famotidine F.C.TAB 20MG,H_D0010-禾馨_中化,2021-01-28,顆,2000,0.66
懷寧,DG0000000263-AMOXICILLIN 500MG Tab.,H_D0010-禾馨_中化,2021-01-28,顆,1000,1.155
懷寧,DG0000000004-DONISON TAB 5MG,H_D0010-禾馨_中化,2021-01-28,顆,2000,0.358
懷寧,DG0000001482-850MG GLUCOPHAGE TAB,H_D0237-禾馨_長捷,2021-01-28,錠,3500,1.98
新生,DG0000000070-HARINGER(SODIUM CHLORIDE)500ML,D0054-南光,2021-01-28,包,150,21
新生,DG0000000369-南光GITOSE INJ. 5%(500ML),D0054-南光,2021-01-28,包,240,21
新生,DG0000000882-南光注射/沖洗用Dis Water 500ml,D0054-南光,2021-01-28,瓶,90,27
新生,DG0000000207-ZALAIN  Vag Supp.,D0058-科懋,2021-01-28,顆,80,93
新生,DG0000000374-BEROTEC N 100MCG/PUFF,D0094-嘉鏵,2021-01-28,瓶,3,144
新生,DG0000001240-10MG CRESTOR TAB,D0094-嘉鏵,2021-01-28,錠,56,13.393
新生,DG0000001223-Diamicron MR 60MG TAB,D0094-嘉鏵,2021-01-28,錠,60,3
新生,DG0000000718-OXBU extended-release tablets,D0094-嘉鏵,2021-01-28,顆,100,6.16
新生,DG0000000390-SERETIDE 50 EVOHALER 120DOSE,D0094-嘉鏵,2021-01-28,瓶,2,525
新生,DG0000001152-SERETIDE 250 EVOHALER 120 DOSE,D0094-嘉鏵,2021-01-28,瓶,2,885
新生,DG0000000435-PROSTIN E2 Vag. Supp(新/民),H_D0005-禾馨_久裕,2021-01-28,顆,80,339.9
新生,DG0000000269-PROVERA 5MG (MEDROXYPROGESTERO,H_D0005-禾馨_久裕,2021-01-28,顆,1000,1.661
新生,DG0000000450-ROPICA INJ 10mg/mL(新生/,H_D0240-禾馨_淳靖,2021-01-28,支,200,308
新生,DG0000000043-蜜蕊娜避孕器,H_D0087-禾馨_裕利,2021-01-28,組,5,4383.8
新生,DG0000001186-Boostrix補施追疫苗,H_D0087-禾馨_裕利,2021-01-28,支,160,605
新生,DG0000000046-UTROGESTAN 100MG,H_D0005-禾馨_久裕,2021-01-28,顆,10350,7.748
新生,DG0000000638-Spersin ointment 10g,H_D0055-禾馨_恆富,2021-01-28,條,66,78
新生,DG0000000783-AUGMENTIN 1G,H_D0087-禾馨_裕利,2021-01-28,顆,1000,8.25
新生,DG0000000278-NEXIUM  40MG Tab.,H_D0087-禾馨_裕利,2021-01-28,顆,112,7.152
新生,DG0000000353-Xylocaine injection 2% 20mL,H_D0087-禾馨_裕利,2021-01-28,瓶,240,77
新生,DG0000001354-Adapine 30mg 壓悅達持續錠,D0025-生達,2021-01-28,SET,150,5
新生,DG0000000016-PROMERAN F.C.TAB 5MG,D0025-生達,2021-01-28,顆,3000,0.47
新生,DG0000000126-STAZYME F.C. TAB,D0025-生達,2021-01-28,顆,1000,1.55
懷寧小禾馨,DG0000000111-TETRACYCLINE Oint 5g,H_D0002-禾馨_人人製藥,2021-01-28,條,300,16.5
懷寧小禾馨,DG0000000365-ZITHROMAX SUSP (新生/民權),H_D0006-禾馨_大昌華嘉,2021-01-28,瓶,30,220
懷寧小禾馨,"DG0000001591-ASMATIN TABLETS ""SINPHAR""",H_D0036-禾馨_杏輝,2021-01-28,錠,2000,1.1
懷寧小禾馨,DG0000000302-Anti-phen syrup(兒),H_D0068-禾馨_晟德,2021-01-28,瓶,500,15.95
懷寧小禾馨,DG0000000303-IBUPROFEN依普芬口服懸浮液 (兒),H_D0068-禾馨_晟德,2021-01-28,瓶,100,16.5
懷寧小禾馨,DG0000000304-SUTUSSI(民/小),H_D0068-禾馨_晟德,2021-01-28,瓶,200,16.5
懷寧小禾馨,DG0000000351-60ml*CETIRIZINE SOL(民/小),H_D0068-禾馨_晟德,2021-01-28,瓶,200,30.8
懷寧小禾馨,DG0000001080-Butamirate Liquid 60ml(民/小),H_D0068-禾馨_晟德,2021-01-28,瓶,200,16.5
懷寧小禾馨,DG0000001083-Sortuss cough liquid 60ml(兒),H_D0068-禾馨_晟德,2021-01-28,瓶,100,16.5
懷寧小禾馨,DG0000000296-Secorine syrup息咳寧 120ml,H_D0068-禾馨_晟德,2021-01-28,瓶,240,24.2
懷寧小禾馨,DG0000001034-Emadine0.05% 5mL(民.小),H_D0087-禾馨_裕利,2021-01-28,瓶,10,51.5
懷寧小禾馨,DG0000000340-RotaTeq輪達停(自費)(MSD),H_D0087-禾馨_裕利,2021-01-28,支,100,1210.01
懷寧小禾馨,DG0000001270-止瀉 Hidrasec Granules 10mg (,H_D0087-禾馨_裕利,2021-01-28,包,960,7.238
懷寧小禾馨,DG0000000336-B肝疫苗(自費),H_D0087-禾馨_裕利,2021-01-28,瓶,30,258.5
懷寧小禾馨,DG0000001009-Xyzal 5mg 驅異樂,H_D0087-禾馨_裕利,2021-01-28,顆,500,2.88
桃園,DG0000001193-Novamin Tab 5mg,H_D0005-禾馨_久裕,2021-01-28,錠,2000,1.568
桃園,DG0000000008-Famotidine F.C.TAB 20MG,H_D0010-禾馨_中化,2021-01-28,顆,2000,0.66
桃園,DG0000000007-Metformin TAB 500MG,H_D0010-禾馨_中化,2021-01-28,顆,2000,0.605
桃園,DG0000001504-[自費]DOSTINEX TAB 0.5MG,H_D0019-禾馨_文德,2021-01-28,錠,40,137.5
桃園,DG0000001717-永豐D5W注射液 500ml/袋,H_D0024-禾馨_永豐,2021-01-28,SET,30,27.5
桃園,DG0000001713-永豐RINGER'S SOLUTION 500ml/袋,H_D0024-禾馨_永豐,2021-01-28,包,60,27.5
桃園,DG0000001714-永豐N/S注射液500ml/袋,H_D0024-禾馨_永豐,2021-01-28,包,90,27.5
桃園,DG0000001716-永豐N/S注射液 100ml/袋,H_D0024-禾馨_永豐,2021-01-28,包,80,27.5
桃園,DG0000001718-永豐N/S注射液 250ml/袋,H_D0024-禾馨_永豐,2021-01-28,包,50,24.2
桃園,DG0000000048-Labtal F.C. Tab 200MG,H_D0036-禾馨_杏輝,2021-01-28,顆,1000,3.08
桃園,DG0000000056-MYCOMB CREAM 美康乳膏  10Gm,H_D0036-禾馨_杏輝,2021-01-28,條,144,21.556
桃園,DG0000000700-ALDACTIN(spironolactone25mg)(,H_D0052-禾馨_信東,2021-01-28,顆,1000,1.32
桃園,DG0000000050-MAGNESIUM OXIDE TAB 250MG,H_D0052-禾馨_信東,2021-01-28,顆,11000,0.187
桃園,DG0000000638-Spersin ointment 10g,H_D0055-禾馨_恆富,2021-01-28,條,33,78
桃園,DG0000000302-Anti-phen syrup(兒),H_D0068-禾馨_晟德,2021-01-28,瓶,200,15.95
桃園,DG0000000342-CETIRIZINE SOL(30ML)(兒),H_D0068-禾馨_晟德,2021-01-28,瓶,100,17.6
桃園,DG0000000315-Soltan syrup 舒痰液(民/小),H_D0068-禾馨_晟德,2021-01-28,瓶,100,16.5
桃園,DG0000001662-【自費】FORLAX 10GM,H_D0087-禾馨_裕利,2021-01-28,SET,460,5.359
桃園,DG0000000607-Mepiform美皮豐矽膠片,H_D0107-禾馨_歐強國際,2021-01-28,片,50,1408
桃園,DG0000001252-Infloran益腹寧膠囊,H_D0208-禾馨_榮懋興業,2021-01-28,顆,200,16.5
新生,DG0000000103-[管]PROPOFOL 1% 10mg/mL(新/民/,D0076-崇興行,2021-01-27,支,100,67
小禾馨,"DG0000001591-ASMATIN TABLETS ""SINPHAR""",D0036-杏輝,2021-01-27,錠,2000,1
小禾馨,DG0000000400-DL-METHYLEPHEDRINE  HCL Tab.,D0112-優生,2021-01-27,顆,4000,0.45
小禾馨,DG0000000127-AXOL TAB 30MG,H_D0022-禾馨_永信藥品,2021-01-27,顆,2000,0.495
小禾馨,DG0000000306-voren supp. 12.5mg(小禾馨/民權,H_D0022-禾馨_永信藥品,2021-01-27,顆,300,1.587
小禾馨,DG0000000441-富鐵好滴劑30ml(新生/民權),H_D0069-禾馨_泰宗,2021-01-27,瓶,15,495
小禾馨,DG0000001009-Xyzal 5mg 驅異樂,H_D0087-禾馨_裕利,2021-01-27,顆,500,2.882
小禾馨,DG0000000317-Bricanyl(兒),H_D0087-禾馨_裕利,2021-01-27,支,200,11
小禾馨,DG0000000319-BIOFERMIN TAB.,H_D0087-禾馨_裕利,2021-01-27,顆,3850,1.626
小禾馨,DG0000001661-【健保限8歲以上】FORLAX 10GM,H_M0013-禾馨_裕利,2021-01-27,SET,460,5.359
民權,DG0000000103-[管]PROPOFOL 1% 10mg/mL(新/民/,D0076-崇興行,2021-01-27,支,700,67
民權,DG0000000022-CEPHANMYCIN CAP 500MG,H_D0022-禾馨_永信藥品,2021-01-27,顆,20000,1.848
禾馨眼科,DG0000001369-Vidisic Gel 維蒂斯眼用凝膠,D0248-發(石馬交)成,2021-01-27,支,33,96.364
禾馨眼科,DG0000001415-ACULAR OPHTHALMIC SOLUTION 0.5,D0232-意華實業,2021-01-27,SET,28,78
禾馨眼科,DG0000001473-SYSTANE balace LUBRICANT EYE D,D0163-愛爾康,2021-01-27,瓶,24,210
禾馨眼科,DG0000001474-SYSTANE ULTRA UD,D0163-愛爾康,2021-01-27,盒,24,210
禾馨眼科,DG0000001681-(眼)OZURDEX(IVI),D0232-意華實業,2021-01-27,SET,5,34117
桃園,DG0000000882-南光注射/沖洗用Dis Water 500ml,D0054-南光,2021-01-27,瓶,112,27
桃園,DG0000000170-SENNAPUR(SENNOSIDE A+B),D0058-科懋,2021-01-27,顆,3000,1
桃園,DG0000000345-ATANAAL 5MG,D0094-嘉鏵,2021-01-27,顆,2000,2
桃園,DG0000000708-CANESTEN 1% CREAM 20gm(皮),D0094-嘉鏵,2021-01-27,條,3,145
懷寧,DG0000001726-Merional 75 IU娩俐諾兒凍晶注射,H_D0251-禾馨-豐樂,2021-01-26,SET,20,572
懷寧,DG0000001735-Prolutex INJ 25mg/ml,H_D0251-禾馨-豐樂,2021-01-26,AMP,84,320.833
新生,DG0000000023-CEFAZOLIN INJ 1G(婦),H_D0022-禾馨_永信藥品,2021-01-26,瓶,2500,39.6
民權,DG0000001507-PEACE TAB 鼻福錠,D0022-永信藥品,2021-01-26,錠,1960,1.735
民權,DG0000000906-Flucort Cream 10g (皮)小/民,H_D0110-禾馨-興南,2021-01-26,條,31,202.258
民權,DG0000000161-FUCON INJ(BUTYLSCOPOLAMINE),H_D0022-禾馨_永信藥品,2021-01-26,支,500,16.5
民權,DG0000000171-Pilian 4mg Tab.,H_D0022-禾馨_永信藥品,2021-01-26,顆,2000,0.396
民權,DG0000000251-PULIN INJ.(METOCLOPRAMIDE,H_D0022-禾馨_永信藥品,2021-01-26,支,500,8.25
民權,DG0000000280-BISACODYL SUPP.,H_D0022-禾馨_永信藥品,2021-01-26,顆,200,3.85
民權,DG0000000472-Duratocin 100mcg/ml(新生/民權),H_D0006-禾馨_大昌華嘉,2021-01-26,支,225,1466.667
民權,DG0000001725-(冷藏)Decapeptyl Sol 0.1mg(民/,H_D0006-禾馨_大昌華嘉,2021-01-26,支,7,407
禾馨眼科,"DG0000001431-ATROPIN EYE DROPS 0.125% ""SINP",D0036-杏輝,2021-01-26,SET,100,9
禾馨眼科,DG0000001433-CHLORAMPHENICOL OPHTHALMIC SOL,D0036-杏輝,2021-01-26,SET,100,12
懷寧,DG0000000345-ATANAAL 5MG,D0094-嘉鏵,2021-01-25,顆,200,2
懷寧,DG0000000130-Aldara 5% cream (婦),D0094-嘉鏵,2021-01-25,包,12,227.5
懷寧,DG0000000048-Labtal F.C. Tab 200MG,H_D0036-禾馨_杏輝,2021-01-25,顆,1000,3.08
懷寧,DG0000001736-(冷藏)Elonva150ug/0.5ml,H_D0087-禾馨_裕利,2021-01-25,SET,3,27500
懷寧,DG0000001663-【1.5ML】OZEMPIC INJ胰妥讚注射,H_D0006-禾馨_大昌華嘉,2021-01-25,支,3,3630
懷寧,DG0000001725-(冷藏)Decapeptyl Sol 0.1mg(民/,H_D0006-禾馨_大昌華嘉,2021-01-25,支,7,407
懷寧,DG0000000033-KASCOAL TAB 50MG,H_D0022-禾馨_永信藥品,2021-01-25,顆,3000,0.451
懷寧,DG0000000033-KASCOAL TAB 50MG,H_D0022-禾馨_永信藥品,2021-01-25,顆,3000,0.451
新生,DG0000000449-Dis Water2000ml,H_D0024-禾馨_永豐,2021-01-25,瓶,16,66
民權,DG0000001717-永豐D5W注射液 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,SET,60,27.5
民權,DG0000001713-永豐RINGER'S SOLUTION 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,包,360,27.5
民權,DG0000000448-Normal saline 1000mL(軟袋),H_D0024-禾馨_永豐,2021-01-25,瓶,72,33
民權,DG0000001711-永豐滅菌沖洗用Dis water 1000ml,H_D0024-禾馨_永豐,2021-01-25,瓶,54,35.204
民權,DG0000001741-永豐2000ML生理食鹽水沖洗液,H_D0024-禾馨_永豐,2021-01-25,包,16,66
民權,DG0000001720-(冷藏)75IU Gonal-F,H_D0087-禾馨_裕利,2021-01-25,SET,8,770
民權,DG0000001717-永豐D5W注射液 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,SET,90,27.5
民權,DG0000001713-永豐RINGER'S SOLUTION 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,包,60,27.5
民權,DG0000000783-AUGMENTIN 1G,H_D0087-禾馨_裕利,2021-01-25,顆,1800,8.249
民權,DG0000001717-永豐D5W注射液 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,SET,90,27.5
民權,DG0000001713-永豐RINGER'S SOLUTION 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,包,90,27.5
民權,DG0000001736-(冷藏)Elonva150ug/0.5ml,H_D0087-禾馨_裕利,2021-01-25,SET,2,27500
民權,DG0000001717-永豐D5W注射液 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,SET,180,27.5
民權,DG0000001713-永豐RINGER'S SOLUTION 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,包,120,27.5
民權,DG0000001714-永豐N/S注射液500ml/袋,H_D0024-禾馨_永豐,2021-01-25,包,210,27.5
民權,DG0000000783-AUGMENTIN 1G,H_D0087-禾馨_裕利,2021-01-25,顆,180,8.25
民權,DG0000000726-Emla cream5% 30g(皮),H_D0087-禾馨_裕利,2021-01-25,條,10,869
民權,DG0000001009-Xyzal 5mg 驅異樂,H_D0087-禾馨_裕利,2021-01-25,顆,1000,2.881
民權,DG0000001717-永豐D5W注射液 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,SET,90,27.5
民權,DG0000001713-永豐RINGER'S SOLUTION 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,包,90,27.5
民權,DG0000001714-永豐N/S注射液500ml/袋,H_D0024-禾馨_永豐,2021-01-25,包,90,27.5
民權,DG0000000417-安星Normal saline 500mL,H_D0204-禾馨_人力(安星),2021-01-25,瓶,320,25.409
民權,DG0000001717-永豐D5W注射液 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,SET,60,27.5
民權,DG0000001713-永豐RINGER'S SOLUTION 500ml/袋,H_D0024-禾馨_永豐,2021-01-25,包,240,27.5
民權,DG0000001714-永豐N/S注射液500ml/袋,H_D0024-禾馨_永豐,2021-01-25,包,480,27.5
民權,DG0000000417-安星Normal saline 500mL,H_D0204-禾馨_人力(安星),2021-01-25,瓶,928,25.409
民權,DG0000001741-永豐2000ML生理食鹽水沖洗液,H_D0024-禾馨_永豐,2021-01-25,包,16,66
民權,"DG0000001708-""大塚""台大一號注射液 (500ml/袋",H_A0186-禾馨_大隆興,2021-01-25,SET,90,31.678
民權,"DG0000001709-""大塚""台大五號注射液(500ml/袋)",H_A0186-禾馨_大隆興,2021-01-25,包,60,31.683
民權,"DG0000001708-""大塚""台大一號注射液 (500ml/袋",H_A0186-禾馨_大隆興,2021-01-25,SET,120,31.683
民權,"DG0000001708-""大塚""台大一號注射液 (500ml/袋",H_A0186-禾馨_大隆興,2021-01-25,SET,90,31.678
民權,"DG0000001708-""大塚""台大一號注射液 (500ml/袋",H_A0186-禾馨_大隆興,2021-01-25,SET,150,31.68
民權,"DG0000001709-""大塚""台大五號注射液(500ml/袋)",H_A0186-禾馨_大隆興,2021-01-25,包,60,31.683
民權,"DG0000001710-""大塚""10%滴舒樂注射液(D10W)",H_A0186-禾馨_大隆興,2021-01-25,SET,60,26.133
民權,DG0000001721-CETROTIDE 0.25MG,H_D0087-禾馨_裕利,2021-01-25,支,21,1320
民權,DG0000000045-Diane,H_D0087-禾馨_裕利,2021-01-25,盒,120,195.708
懷寧小禾馨,DG0000000593-BETAMETHASONE OINT 5gm,H_D0036-禾馨_杏輝,2021-01-25,條,144,16.167
懷寧小禾馨,DG0000001087-Exdila Liquid喘解液(兒),H_D0068-禾馨_晟德,2021-01-25,瓶,200,17.6
懷寧小禾馨,DG0000000323-Strolin Liquid 60ml民/小,H_D0068-禾馨_晟德,2021-01-25,瓶,100,24.2
懷寧小禾馨,DG0000000441-富鐵好滴劑30ml(新生/民權),H_D0069-禾馨_泰宗,2021-01-25,瓶,10,495
懷寧小禾馨,DG0000000301-RotaRix羅特律(自費)(GSK),H_D0087-禾馨_裕利,2021-01-25,支,125,1908.504
懷寧小禾馨,DG0000001630-『自費六個月』賽諾菲六合一疫苗,H_D0087-禾馨_裕利,2021-01-25,盒,30,1430
懷寧小禾馨,DG0000001315-(盒)Infloran益腹寧膠囊20#,H_D0208-禾馨_榮懋興業,2021-01-25,盒,100,330
桃園,DG0000001507-PEACE TAB 鼻福錠,D0022-永信藥品,2021-01-25,錠,980,1.735
新生,DG0000000023-CEFAZOLIN INJ 1G(婦),H_D0022-禾馨_永信藥品,2021-01-24,瓶,4500,39.6
新生,DG0000000050-MAGNESIUM OXIDE TAB 250MG,H_D0052-禾馨_信東,2021-01-24,顆,11000,0.187
新生,DG0000001149-無菌空瓶 500ML Sterile Bottle,H_D0052-禾馨_信東,2021-01-24,瓶,20,66
新生,DG0000000174-CRINONE 8% Progesterone vag g,H_D0087-禾馨_裕利,2021-01-24,條,90,220
新生,DG0000000726-Emla cream5% 30g(皮),H_D0087-禾馨_裕利,2021-01-24,條,2,869
民權,"DG0000000262-XYLMOL SUPP.  ""SINPHAR""",H_D0036-禾馨_杏輝,2021-01-24,顆,1000,3.504
民權,DG0000000226-Dermatix倍舒痕凝膠,H_D0087-禾馨_裕利,2021-01-24,條,124,1064.508
民權,DG0000000047-ZITHROMAX TAB 250MG,H_D0006-禾馨_大昌華嘉,2021-01-24,顆,216,19.894
民權,DG0000000319-BIOFERMIN TAB.,H_D0087-禾馨_裕利,2021-01-24,顆,3850,1.626
民權,DG0000000472-Duratocin 100mcg/ml(新生/民權),H_D0006-禾馨_大昌華嘉,2021-01-24,支,225,1466.667
民權,DG0000001240-10MG CRESTOR TAB,H_D0087-禾馨_裕利,2021-01-24,錠,308,15.601
民權,DG0000001663-【1.5ML】OZEMPIC INJ胰妥讚注射,H_D0006-禾馨_大昌華嘉,2021-01-24,支,12,3630
民權,DG0000001664-【3ML】OZEMPIC INJ胰妥讚注射劑,H_D0006-禾馨_大昌華嘉,2021-01-24,支,20,3630
民權,DG0000001236-TRESIBA FlexTouch 300IU/3ML,H_D0006-禾馨_大昌華嘉,2021-01-24,支,50,492.8
民權,DG0000001723-(冷藏)Pergoveris 300/150IU/0.4,H_D0087-禾馨_裕利,2021-01-24,SET,8,4399.875
民權,DG0000000155-(冷藏)METHERGIN 0.2MG/ML (新生,H_D0087-禾馨_裕利,2021-01-24,瓶,10,19.1
桃園,DG0000000102-[管]PETHIDINE HCL 5OMG/ML,D0150-食藥署,2021-01-24,支,30,26.5
桃園,DG0000000224-[管]MORPHINE HCL 10mg/ml(新/民,D0150-食藥署,2021-01-24,支,120,25
桃園,DG0000000370-[管]FENTANYL INJ. 2ML (新/民/,D0150-食藥署,2021-01-24,支,150,38
桃園,DG0000000704-[管]FENTANYL INJ. 10ML(新/民/,D0150-食藥署,2021-01-24,支,375,90
桃園,DG0000000300-Prevenar13沛兒(自費) (新生/民,H_D0005-禾馨_久裕,2021-01-24,支,100,2667.5
桃園,DG0000000020-BOKEY E.M CAP 100MG,H_D0022-禾馨_永信藥品,2021-01-24,顆,980,1.01
桃園,DG0000000251-PULIN INJ.(METOCLOPRAMIDE,H_D0022-禾馨_永信藥品,2021-01-24,支,100,8.25
桃園,DG0000000161-FUCON INJ(BUTYLSCOPOLAMINE),H_D0022-禾馨_永信藥品,2021-01-24,支,100,16.5
桃園,DG0000000677-Sinpharderm杏化cream 30g(民/小,H_D0036-禾馨_杏輝,2021-01-24,條,36,53.889
民權,DG0000001662-【自費】FORLAX 10GM,H_D0087-禾馨_裕利,2021-01-23,SET,460,5.359
民權,"DG0000001546-SUOPINCHON INJECTION ""S.Y.""",H_D0214-禾馨_國信,2021-01-23,支,100,5.5
民權,DG0000000236-Gentamycin 80mg/2ml INJ.,H_D0214-禾馨_國信,2021-01-23,瓶,500,11
民權,DG0000000072-強力施美藥膏C.B. OINTMENT,H_D0010-禾馨_中化,2021-01-23,條,200,9.9
民權,DG0000000004-DONISON TAB 5MG,H_D0010-禾馨_中化,2021-01-23,顆,2000,0.358
民權,DG0000000008-Famotidine F.C.TAB 20MG,H_D0010-禾馨_中化,2021-01-23,顆,3000,0.66
民權,DG0000001023-NuvaRing陰道避孕環,H_D0087-禾馨_裕利,2021-01-23,組,5,527.8
新生,DG0000000070-HARINGER(SODIUM CHLORIDE)500ML,D0054-南光,2021-01-22,包,90,21
新生,DG0000000369-南光GITOSE INJ. 5%(500ML),D0054-南光,2021-01-22,包,60,21
新生,DG0000000206-ZALAIN CREAM 2%  (SERTACONAZO,D0058-科懋,2021-01-22,條,10,91
新生,DG0000000170-SENNAPUR(SENNOSIDE A+B),D0058-科懋,2021-01-22,顆,2000,1
新生,DG0000000076-[管]Xanax 0.5mg (Alprazolam),D0094-嘉鏵,2021-01-22,顆,500,2
新生,DG0000000130-Aldara 5% cream (婦),D0094-嘉鏵,2021-01-22,包,12,227.5
小禾馨,DG0000000305-CYPROMIN 0.4 mg/mlL(兒),H_D0068-禾馨_晟德,2021-01-22,瓶,500,13.2
小禾馨,DG0000000342-CETIRIZINE SOL(30ML)(兒),H_D0068-禾馨_晟德,2021-01-22,瓶,300,17.6
民權,DG0000000092-PREMARIN VAGINAL CREAM  14GM,H_D0019-禾馨_文德,2021-01-22,條,40,240.9
民權,DG0000000244-ALBOTHYL (R) Vag. Supp,H_D0045-禾馨_旺原,2021-01-22,顆,240,12.208
民權,DG0000000998-Curel溫和潔淨洗髮精,H_D0051-禾馨_花王,2021-01-22,罐,10,250.8
民權,DG0000001269-Melocam 7.5mg,H_D0073-禾馨-健喬信元,2021-01-22,錠,1000,1.21
民權,DG0000000123-Actein 66.7mg/gm 3GM,H_D0073-禾馨-健喬信元,2021-01-22,包,2800,1.804
民權,DG0000000267-Abcot Chewable Tab. 20mg,H_D0164-禾馨_溫士頓,2021-01-22,顆,1000,0.99
民權,DG0000001727-MULTIGIVE CREAM 5G 0.5MG/G,H_D0164-禾馨_溫士頓,2021-01-22,支,144,14.299
民權,DG0000001562-Desosone Cream 0.25%,H_D0002-禾馨_人人製藥,2021-01-22,SET,144,35.201
民權,DG0000000111-TETRACYCLINE Oint 5g,H_D0002-禾馨_人人製藥,2021-01-22,條,100,16.5
民權,DG0000001740-NIFLEC POWDER耐福力散,H_D0010-禾馨_中化,2021-01-22,包,20,110
民權,DG0000000050-MAGNESIUM OXIDE TAB 250MG,H_D0052-禾馨_信東,2021-01-22,顆,20000,0.187
民權,DG0000000396-VITAMIN K1(PHYTOMENADIONE)(新/,H_D0052-禾馨_信東,2021-01-22,支,300,13.2
民權,DG0000001087-Exdila Liquid喘解液(兒),H_D0068-禾馨_晟德,2021-01-22,瓶,200,17.6
民權,DG0000000304-SUTUSSI(民/小),H_D0068-禾馨_晟德,2021-01-22,瓶,200,16.5
民權,DG0000000305-CYPROMIN 0.4 mg/mlL(兒),H_D0068-禾馨_晟德,2021-01-22,瓶,300,13.2
民權,DG0000000813-Broain 100mg,H_D0198-禾馨_杏泰藥品,2021-01-22,顆,8000,1.1
民權小禾馨,"DG0000000338-VAQTA,A肝疫苗(MSD)(自費)(新/民",H_D0087-禾馨_裕利,2021-01-22,瓶,10,462
禾馨眼科,DG0000001432-CURZOLAN EYE DROPS,D0227-麥迪森,2021-01-22,瓶,150,15
桃園,"DG0000001708-""大塚""台大一號注射液 (500ml/袋",H_A0186-禾馨_大隆興,2021-01-22,包,30,31.667
桃園,"DG0000001709-""大塚""台大五號注射液(500ml/袋)",H_A0186-禾馨_大隆興,2021-01-22,包,30,31.667
桃園,"DG0000001710-""大塚""10%滴舒樂注射液(D10W)",H_A0186-禾馨_大隆興,2021-01-22,SET,30,26.167
桃園,DG0000000435-PROSTIN E2 Vag. Supp(新/民),H_D0005-禾馨_久裕,2021-01-22,顆,80,339.9
桃園,DG0000000269-PROVERA 5MG (MEDROXYPROGESTERO,H_D0005-禾馨_久裕,2021-01-22,顆,500,1.662
桃園,DG0000000092-PREMARIN VAGINAL CREAM  14GM,H_D0019-禾馨_文德,2021-01-22,條,20,240.9
桃園,DG0000001717-永豐D5W注射液 500ml/袋,H_D0024-禾馨_永豐,2021-01-22,SET,30,27.5
桃園,DG0000001714-永豐N/S注射液500ml/袋,H_D0024-禾馨_永豐,2021-01-22,包,120,27.5
桃園,DG0000000448-Normal saline 1000mL(軟袋),H_D0024-禾馨_永豐,2021-01-22,瓶,72,33
桃園,DG0000001713-永豐RINGER'S SOLUTION 500ml/袋,H_D0024-禾馨_永豐,2021-01-22,包,90,27.5
小禾馨,DG0000000341-EXELDERM CREAM 5mg (民/新/小),D0201-台田,2021-01-21,條,100,32.4
小禾馨,DG0000000675-Topsym OINTMENT 5g(民/小),D0201-台田,2021-01-21,條,30,35.8
小禾馨,DG0000001154-Liquid Paraffin耳滴劑10mL,H_D0085-禾馨_瑞升,2021-01-21,瓶,40,30.025
小禾馨,DG0000000710-USP Vaselin ALBA 30g(民/小),H_D0085-禾馨_瑞升,2021-01-21,罐,10,56.6
小禾馨,DG0000001252-Infloran益腹寧膠囊,H_D0208-禾馨_榮懋興業,2021-01-21,顆,2000,16.5
小禾馨,DG0000001396-舒喜滿 溫和型洗鼻器 115ml,H_D0237-禾馨_長捷,2021-01-21,瓶,50,308
桃園,DG0000000113-RHO(D)IMMUNE GLOBULIN(HUMAN),D0017-天行,2021-01-21,支,1,2528
桃園,DG0000000103-[管]PROPOFOL 1% 10mg/mL(新/民/,D0076-崇興行,2021-01-21,支,100,67
桃園,DG0000001174-CLEOCIN T GEL 1% 30G(皮),D0094-嘉鏵,2021-01-21,盒,5,186
桃園,DG0000000879-[管]Ativan( Lorazepam) 0.5mg,D0094-嘉鏵,2021-01-21,顆,100,2
桃園,DG0000000673-Topsym cream 5g(民權/小禾馨),D0094-嘉鏵,2021-01-21,條,25,35.52
